2020-01-22,1,0
2020-01-23,1,0
2020-01-24,2,0
2020-01-25,2,0
2020-01-26,5,0
2020-01-27,5,0
2020-01-28,5,0
2020-01-29,6,0
2020-01-30,6,0
2020-01-31,8,0
2020-02-01,8,0
2020-02-02,8,0
2020-02-03,11,0
2020-02-04,11,0
2020-02-05,11,0
2020-02-06,12,0
2020-02-07,12,0
2020-02-08,12,0
2020-02-09,12,3
2020-02-10,12,3
2020-02-11,13,3
2020-02-12,13,3
2020-02-13,14,3
2020-02-14,14,3
2020-02-15,14,3
2020-02-16,14,3
2020-02-17,14,3
2020-02-18,14,3
2020-02-19,14,3
2020-02-20,14,3
2020-02-21,16,5
2020-02-22,16,5
2020-02-23,16,5
2020-02-24,16,5
2020-02-25,16,6
2020-02-26,16,6
2020-02-27,17,6
2020-02-28,17,7
2020-02-29,25,8
2020-03-01,32,8
2020-03-02,55,13
2020-03-03,74,14
2020-03-04,107,18
2020-03-05,184,19
2020-03-06,237,21
2020-03-07,403,24
2020-03-08,519,28
2020-03-09,594,29
2020-03-10,782,36
2020-03-11,1147,41
2020-03-12,1586,55
2020-03-13,2219,63
2020-03-14,2978,70
2020-03-15,3212,82
2020-03-16,4679,114
2020-03-17,6512,150
2020-03-18,9169,297
2020-03-19,13663,385
2020-03-20,20030,514
2020-03-21,26025,642
2020-03-22,34855,754
2020-03-23,46086,941
2020-03-24,56698,1352
2020-03-25,68773,1691
2020-03-26,86613,2423
2020-03-27,105293,3132
2020-03-28,124900,3970
2020-03-29,143779,6155
2020-03-30,165861,9831
2020-03-31,192177,12302
2020-04-01,218060,15009
2020-04-02,248447,17032
2020-04-03,280417,19143
2020-04-04,313432,25634
2020-04-05,341629,30010
2020-04-06,371802,33899
2020-04-07,403212,38658
2020-04-08,435407,42596
2020-04-09,469989,46654
2020-04-10,503474,52251
2020-04-11,532782,56867
2020-04-12,559709,60403
2020-04-13,585518,72854
2020-04-14,614082,79582
2020-04-15,644247,86511
2020-04-16,675648,91279
2020-04-17,708317,97207
2020-04-18,736244,105476
2020-04-19,761933,112909
2020-04-20,790353,117098
2020-04-21,816413,122512
2020-04-22,845727,127101
2020-04-23,878911,132392
2020-04-24,912662,153430
2020-04-25,944234,156428
2020-04-26,971078,164388
2020-04-27,994265,170286
2020-04-28,1018926,177022
2020-04-29,1046737,184325
2020-04-30,1076224,219963
2020-05-01,1110464,231914
2020-05-02,1138228,244973
2020-05-03,1162685,250860
2020-05-04,1186067,259211
2020-05-05,1210577,264107
2020-05-06,1235666,266575
2020-05-07,1263402,273623
2020-05-08,1290151,279325
2020-05-09,1315099,294401
2020-05-10,1333970,298947
2020-05-11,1353397,316509
2020-05-12,1376122,315679
2020-05-13,1397085,330563
2020-05-14,1424243,335329
2020-05-15,1449498,341331
2020-05-16,1473514,360231
2020-05-17,1491829,364882
2020-05-18,1513816,376972
2020-05-19,1534871,384683
2020-05-20,1557933,391119
2020-05-21,1583798,396431
2020-05-22,1607109,449391
2020-05-23,1628212,461638
2020-05-24,1648158,467752
2020-05-25,1666505,480729
2020-05-26,1685956,487135
2020-05-27,1704489,495239
2020-05-28,1727357,504899
2020-05-29,1751612,512517
2020-05-30,1775428,523483
2020-05-31,1794465,552477
2020-06-01,1811655,566731
2020-06-02,1833141,573407
2020-06-03,1853068,589790
2020-06-04,1874451,596548
2020-06-05,1899995,604144
2020-06-06,1921235,613987
2020-06-07,1938921,619955
2020-06-08,1956401,632615
2020-06-09,1974701,639867
2020-06-10,1995914,649415
2020-06-11,2018815,657053
2020-06-12,2043703,664965
2020-06-13,2068887,674954
2020-06-14,2087943,680479
2020-06-15,2107447,695383
2020-06-16,2131024,703372
2020-06-17,2157676,712799
2020-06-18,2185550,720416
2020-06-19,2216739,728675
2020-06-20,2248483,740023
2020-06-21,2274194,744992
2020-06-22,2305200,763445
2020-06-23,2341372,771636
2020-06-24,2375813,781005
2020-06-25,2416165,788951
2020-06-26,2461586,796829
2020-06-27,2502740,805832
2020-06-28,2543302,811977
2020-06-29,2583422,832401
2020-06-30,2629439,848462
2020-07-01,2681029,858515
2020-07-02,2736658,911220
2020-07-03,2788223,920312
2020-07-04,2833945,1024518
2020-07-05,2883931,1037255
2020-07-06,2927440,1055003
2020-07-07,2988283,1068535
2020-07-08,3048149,1086374
2020-07-09,3110715,1103023
2020-07-10,3178541,1117910
2020-07-11,3239445,1131011
2020-07-12,3298169,1142222
2020-07-13,3356407,1168257
2020-07-14,3424029,1186335
2020-07-15,3492184,1214078
2020-07-16,3568772,1229804
2020-07-17,3640660,1247279
2020-07-18,3703105,1263659
2020-07-19,3763696,1272528
2020-07-20,3825215,1302034
2020-07-21,3889282,1325072
2020-07-22,3961257,1355115
2020-07-23,4029856,1378628
2020-07-24,4103287,1408131
2020-07-25,4168436,1426807
2020-07-26,4223184,1445763
2020-07-27,4279307,1474825
2020-07-28,4344986,1505738
2020-07-29,4416810,1541222
2020-07-30,4484576,1567172
2020-07-31,4553337,1592437
2020-08-01,4610068,1617261
2020-08-02,4656256,1624482
2020-08-03,4700961,1669796
2020-08-04,4758265,1686684
2020-08-05,4812824,1736954
2020-08-06,4872195,1758953
2020-08-07,4930744,1785433
2020-08-08,4984863,1805763
2020-08-09,5031263,1820039
2020-08-10,5079912,1834474
2020-08-11,5126858,1879717
2020-08-12,5183757,1920033
2020-08-13,5235677,1941979
2020-08-14,5300376,1964993
2020-08-15,5347012,1988224
2020-08-16,5387890,2003340
2020-08-17,5424646,2036304
2020-08-18,5469674,2070190
2020-08-19,5517381,2098408
2020-08-20,5561286,2121474
2020-08-21,5609976,2140589
2020-08-22,5653277,2161995
2020-08-23,5687713,2174731
2020-08-24,5724133,2198192
2020-08-25,5764251,2232333
2020-08-26,5809898,2264332
2020-08-27,5855060,2282290
2020-08-28,5902010,2300293
2020-08-29,5947311,2323387
2020-08-30,5981967,2337153
2020-08-31,6017097,2368634
2020-09-01,6058945,2387521
2020-09-02,6100018,2417659
2020-09-03,6143817,2453917
2020-09-04,6193992,2471375
2020-09-05,6237103,2490885
2020-09-06,6268531,2505104
2020-09-07,6291963,2522941
2020-09-08,6319097,2548953
2020-09-09,6353027,2578478
2020-09-10,6389235,2595422
2020-09-11,6436624,2610993
2020-09-12,6477526,2628488
2020-09-13,6511799,2645630
2020-09-14,6545665,2669208
2020-09-15,6585107,2691053
2020-09-16,6623637,2722486
2020-09-17,6668590,2738112
2020-09-18,6717565,2755165
2020-09-19,6759863,2776861
2020-09-20,6798261,2790335
2020-09-21,6849919,2816033
2020-09-22,6889482,2848054
2020-09-23,6928137,2872435
2020-09-24,6974336,2913283
2020-09-25,7022042,2931361
2020-09-26,7066289,2955239
2020-09-27,7103508,2971349
2020-09-28,7135817,3000009
2020-09-29,7178637,3019590
2020-09-30,7219993,3047915
2020-10-01,7265472,3068731
2020-10-02,7319889,3082377
2020-10-03,7368376,3107017
2020-10-04,7404432,3121748
2020-10-05,7443292,3145648
2020-10-06,7488142,3163602
2020-10-07,7538997,3212025
2020-10-08,7597310,3234351
2020-10-09,7653210,3253149
2020-10-10,7707657,3277678
2020-10-11,7753980,3290199
2020-10-12,7795110,3322200
2020-10-13,7846968,3340847
2020-10-14,7906419,3373042
2020-10-15,7970877,3395457
2020-10-16,8039443,3416501
2020-10-17,8096194,3440290
2020-10-18,8145485,3454300
2020-10-19,8212380,3493223
2020-10-20,8273792,3516684
2020-10-21,8336799,3546057
2020-10-22,8412298,3576622
2020-10-23,8493414,3599945
2020-10-24,8576057,3632124
2020-10-25,8637806,3648735
2020-10-26,8704274,3686794
2020-10-27,8780512,3714967
2020-10-28,8859310,3746451
2020-10-29,8949782,3783613
2020-10-30,9048263,3808760
2020-10-31,9137194,3843679
2020-11-01,9241521,3862202
2020-11-02,9324616,3907136
2020-11-03,9450988,3938850
2020-11-04,9554518,3978339
2020-11-05,9682196,4017707
2020-11-06,9809038,4047944
2020-11-07,9937298,4089630
2020-11-08,10047724,4120146
2020-11-09,10169076,4168183
2020-11-10,10308385,4202587
2020-11-11,10454619,4239317
2020-11-12,10616251,4294591
2020-11-13,10795270,4339645
2020-11-14,10963295,4394220
2020-11-15,11099318,4421305
2020-11-16,11258134,4491963
2020-11-17,11419139,4542478
2020-11-18,11591694,4601505
2020-11-19,11780990,4663403
2020-11-20,11977440,4712520
2020-11-21,12157737,4785740
2020-11-22,12304199,4783471
2020-11-23,12472178,4891474
2020-11-24,12646575,4956664
2020-11-25,12830170,5098243
2020-11-26,12944048,5134735
2020-11-27,13148135,5212404
2020-11-28,13303242,5289233
2020-11-29,13442656,5332042
2020-11-30,13599496,5414484
2020-12-01,13783773,5497334
2020-12-02,13985434,5595656
2020-12-03,14205041,5680389
2020-12-04,14434647,5749354
2020-12-05,14650139,5857248
2020-12-06,14830883,5906788
2020-12-07,15020042,5998320
2020-12-08,15239976,6073198
2020-12-09,15463239,6179243
2020-12-10,15689923,6277314
2020-12-11,15924026,6430864
2020-12-12,16143219,6544509
2020-12-13,16334361,6597375
2020-12-14,16527207,300777
2020-12-15,16725973,303761
2020-12-16,16973376,307443
2020-12-17,17209587,310789
2020-12-18,17459296,313610
2020-12-19,17655591,316159
2020-12-20,17844690,317668
2020-12-21,18035209,319364
2020-12-22,18230242,322765
2020-12-23,18458373,326124
2020-12-24,18656776,329023
2020-12-25,18756360,330246
2020-12-26,18982634,331909
2020-12-27,19132726,333118
2020-12-28,19301543,334836
