CountryName,Date,C1_School closing,C2_Workplace closing,C3_Cancel public events,C4_Restrictions on gatherings,C5_Close public transport,C6_Stay at home requirements,C7_Restrictions on internal movement,C8_International travel controls,E1_Income support,E2_Debt/contract relief,H1_Public information campaigns,H2_Testing policy,H3_Contact tracing,H6_Facial Coverings
United States,2020-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United States,2020-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United States,2020-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United States,2020-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United States,2020-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United States,2020-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United States,2020-01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United States,2020-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United States,2020-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United States,2020-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United States,2020-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United States,2020-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United States,2020-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United States,2020-01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United States,2020-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0
United States,2020-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0
United States,2020-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21428571428571427,0.0
United States,2020-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0
United States,2020-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35714285714285715,0.0
United States,2020-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.0
United States,2020-01-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
United States,2020-01-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
United States,2020-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
United States,2020-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
United States,2020-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
United States,2020-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
United States,2020-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.5,0.0
United States,2020-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.5,0.0
United States,2020-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21428571428571427,0.0,0.0,0.0,0.0,0.5,0.0
United States,2020-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.5,0.0
United States,2020-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35714285714285715,0.0,0.0,0.0,0.0,0.5,0.0
United States,2020-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.5,0.0
United States,2020-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0
United States,2020-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0
United States,2020-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0
United States,2020-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0
United States,2020-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0
United States,2020-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0
United States,2020-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0
United States,2020-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0
United States,2020-02-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0
United States,2020-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0
United States,2020-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0
United States,2020-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0
United States,2020-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0
United States,2020-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0
United States,2020-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0
United States,2020-02-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0
United States,2020-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0
United States,2020-02-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0
United States,2020-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0
United States,2020-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0
United States,2020-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.047619047619047616,0.5,0.0
United States,2020-02-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.09523809523809523,0.5,0.0
United States,2020-03-01,0.0,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.14285714285714285,0.5,0.0
United States,2020-03-02,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.5357142857142857,0.0,0.0,0.0,0.19047619047619047,0.5,0.0
United States,2020-03-03,0.0,0.0,0.10714285714285714,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,0.23809523809523808,0.5,0.0
United States,2020-03-04,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.6071428571428571,0.0,0.0,0.0,0.3333333333333333,0.5,0.0
United States,2020-03-05,0.11904761904761905,0.0,0.17857142857142858,0.0,0.0,0.0,0.0,0.6428571428571429,0.0,0.0,0.0,0.42857142857142855,0.5,0.0
United States,2020-03-06,0.2380952380952381,0.0,0.21428571428571427,0.0,0.0,0.0,0.0,0.6785714285714286,0.0,0.0,0.0,0.4761904761904763,0.5,0.0
United States,2020-03-07,0.35714285714285715,0.0,0.25,0.0,0.0,0.0,0.0,0.7142857142857143,0.0,0.0,0.0,0.5238095238095238,0.5,0.0
United States,2020-03-08,0.4761904761904762,0.0,0.25,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.5714285714285714,0.5,0.0
United States,2020-03-09,0.5952380952380952,0.0,0.25,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.619047619047619,0.5,0.0
United States,2020-03-10,0.7142857142857143,0.0,0.25,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.6666666666666666,0.5,0.017857142857142856
United States,2020-03-11,0.8333333333333333,0.0,0.25,0.017857142857142856,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.6666666666666666,0.5,0.03571428571428571
United States,2020-03-12,0.8333333333333333,0.0,0.32142857142857145,0.07142857142857142,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.6666666666666666,0.5,0.05357142857142857
United States,2020-03-13,0.8333333333333333,0.0,0.39285714285714285,0.125,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.6666666666666666,0.5,0.07142857142857142
United States,2020-03-14,0.8333333333333333,0.0,0.4642857142857143,0.17857142857142858,0.0,0.0,0.07142857142857142,0.75,0.0,0.0,0.0,0.7142857142857143,0.5,0.08928571428571429
United States,2020-03-15,0.8333333333333333,0.0,0.5357142857142857,0.23214285714285715,0.0,0.07142857142857142,0.14285714285714285,0.75,0.0,0.0,0.0,0.7619047619047619,0.5,0.10714285714285714
United States,2020-03-16,0.8333333333333333,0.0,0.6071428571428571,0.2857142857142857,0.0,0.14285714285714285,0.21428571428571427,0.75,0.0,0.0,0.14285714285714285,0.8095238095238095,0.5,0.125
United States,2020-03-17,0.8333333333333333,0.0,0.6785714285714286,0.3392857142857143,0.03571428571428571,0.21428571428571427,0.2857142857142857,0.75,0.0,0.0,0.2857142857142857,0.8571428571428573,0.5,0.125
United States,2020-03-18,0.8333333333333333,0.0,0.75,0.375,0.07142857142857142,0.2857142857142857,0.35714285714285715,0.75,0.0,0.0,0.42857142857142855,0.9047619047619049,0.5,0.125
United States,2020-03-19,0.8333333333333333,0.11904761904761905,0.75,0.375,0.10714285714285714,0.35714285714285715,0.4642857142857143,0.75,0.0,0.0,0.5714285714285714,0.9523809523809524,0.5,0.125
United States,2020-03-20,0.8333333333333333,0.2380952380952381,0.75,0.375,0.14285714285714285,0.42857142857142855,0.5714285714285714,0.75,0.0,0.0,0.7142857142857143,1.0,0.5,0.125
United States,2020-03-21,0.8333333333333333,0.35714285714285715,0.75,0.44642857142857145,0.17857142857142858,0.5,0.6071428571428571,0.75,0.0,0.0,0.8571428571428571,1.0,0.5,0.125
United States,2020-03-22,0.8333333333333333,0.4761904761904762,0.75,0.5178571428571429,0.21428571428571427,0.5,0.6428571428571429,0.75,0.0,0.0,1.0,1.0,0.5,0.125
United States,2020-03-23,0.8333333333333333,0.5952380952380952,0.75,0.5892857142857143,0.25,0.5,0.6785714285714286,0.75,0.0,0.0,1.0,1.0,0.5,0.125
United States,2020-03-24,0.8333333333333333,0.7142857142857143,0.75,0.6607142857142857,0.25,0.5,0.7142857142857143,0.75,0.0,0.0,1.0,1.0,0.5,0.125
United States,2020-03-25,0.8333333333333333,0.8333333333333333,0.75,0.7321428571428571,0.25,0.5,0.75,0.75,0.0,0.0,1.0,1.0,0.5,0.125
United States,2020-03-26,0.8333333333333333,0.8333333333333333,0.75,0.8035714285714286,0.25,0.5,0.75,0.75,0.0,0.0,1.0,1.0,0.5,0.125
United States,2020-03-27,0.8333333333333333,0.8333333333333333,0.75,0.875,0.25,0.5,0.75,0.75,0.10714285714285714,0.07142857142857142,1.0,1.0,0.5,0.125
United States,2020-03-28,0.8333333333333333,0.8333333333333333,0.75,0.875,0.25,0.5,0.75,0.75,0.21428571428571427,0.14285714285714285,1.0,1.0,0.5,0.125
United States,2020-03-29,0.8333333333333333,0.8333333333333333,0.75,0.875,0.25,0.5,0.75,0.75,0.32142857142857145,0.21428571428571427,1.0,1.0,0.5,0.125
United States,2020-03-30,0.8333333333333333,0.8333333333333333,0.75,0.875,0.25,0.5,0.75,0.75,0.42857142857142855,0.2857142857142857,1.0,1.0,0.5,0.125
United States,2020-03-31,0.8333333333333333,0.8333333333333333,0.75,0.875,0.25,0.5,0.75,0.75,0.5357142857142857,0.35714285714285715,1.0,1.0,0.5,0.125
United States,2020-04-01,0.8333333333333333,0.8333333333333333,0.75,0.875,0.25,0.5,0.75,0.75,0.6428571428571429,0.42857142857142855,1.0,1.0,0.5,0.125
United States,2020-04-02,0.8333333333333333,0.8333333333333333,0.75,0.875,0.25,0.5,0.75,0.75,0.75,0.5,1.0,1.0,0.5,0.125
United States,2020-04-03,0.8333333333333333,0.8333333333333333,0.75,0.875,0.25,0.5,0.75,0.75,0.75,0.5,1.0,1.0,0.5,0.125
United States,2020-04-04,0.8333333333333333,0.8333333333333333,0.75,0.875,0.25,0.5,0.75,0.75,0.75,0.5,1.0,1.0,0.5,0.16071428571428573
United States,2020-04-05,0.8333333333333333,0.8333333333333333,0.75,0.875,0.25,0.5,0.75,0.75,0.75,0.5,1.0,1.0,0.5,0.19642857142857142
United States,2020-04-06,0.8333333333333333,0.8333333333333333,0.75,0.875,0.25,0.5,0.75,0.75,0.75,0.5,1.0,1.0,0.5,0.26785714285714285
United States,2020-04-07,0.8333333333333333,0.8333333333333333,0.75,0.875,0.25,0.5,0.75,0.75,0.75,0.5,1.0,1.0,0.5,0.3392857142857143
United States,2020-04-08,0.8333333333333333,0.8333333333333333,0.75,0.875,0.25,0.5,0.75,0.75,0.75,0.5,1.0,1.0,0.5,0.4107142857142857
United States,2020-04-09,0.8333333333333333,0.8333333333333333,0.75,0.875,0.25,0.5,0.75,0.75,0.75,0.5,1.0,1.0,0.5,0.48214285714285715
United States,2020-04-10,0.8333333333333333,0.8333333333333333,0.75,0.875,0.25,0.5,0.75,0.75,0.75,0.5,1.0,1.0,0.5,0.5535714285714286
United States,2020-04-11,0.8333333333333333,0.8333333333333333,0.75,0.875,0.25,0.5,0.75,0.75,0.75,0.5,1.0,1.0,0.5,0.5892857142857143
United States,2020-04-12,0.8333333333333333,0.8333333333333333,0.75,0.875,0.25,0.5,0.75,0.75,0.75,0.5,1.0,1.0,0.5,0.625
United States,2020-04-13,0.8333333333333333,0.8333333333333333,0.75,0.875,0.25,0.5,0.75,0.75,0.75,0.5,1.0,1.0,0.5,0.625
United States,2020-04-14,0.8333333333333333,0.8333333333333333,0.75,0.875,0.25,0.5,0.75,0.75,0.75,0.5,1.0,1.0,0.5,0.625
United States,2020-04-15,0.8333333333333333,0.8333333333333333,0.75,0.875,0.25,0.5,0.75,0.75,0.75,0.5,1.0,1.0,0.5,0.625
United States,2020-04-16,0.8333333333333333,0.8333333333333333,0.75,0.875,0.25,0.5,0.75,0.75,0.75,0.5,1.0,1.0,0.5,0.625
United States,2020-04-17,0.8333333333333333,0.8333333333333333,0.75,0.875,0.25,0.5,0.75,0.75,0.75,0.5,1.0,1.0,0.5,0.625
United States,2020-04-18,0.8333333333333333,0.8333333333333333,0.75,0.875,0.25,0.5,0.75,0.75,0.75,0.5,1.0,1.0,0.5,0.625
United States,2020-04-19,0.8333333333333333,0.8333333333333333,0.75,0.875,0.25,0.5,0.75,0.75,0.75,0.5,1.0,1.0,0.5,0.625
United States,2020-04-20,0.8333333333333333,0.8333333333333333,0.75,0.875,0.25,0.5,0.75,0.75,0.75,0.5,1.0,1.0,0.5,0.625
United States,2020-04-21,0.8333333333333333,0.8333333333333333,0.75,0.875,0.25,0.5,0.75,0.75,0.75,0.5,1.0,1.0,0.5,0.625
United States,2020-04-22,0.8333333333333333,0.8333333333333333,0.75,0.875,0.25,0.5,0.75,0.75,0.75,0.5,1.0,1.0,0.5,0.625
United States,2020-04-23,0.8333333333333333,0.8333333333333333,0.75,0.875,0.25,0.5,0.75,0.75,0.75,0.5,1.0,1.0,0.5,0.625
United States,2020-04-24,0.8333333333333333,0.8333333333333333,0.75,0.875,0.25,0.5,0.75,0.75,0.75,0.5,1.0,1.0,0.5,0.625
United States,2020-04-25,0.8333333333333333,0.8333333333333333,0.75,0.875,0.25,0.5,0.75,0.75,0.75,0.5,1.0,1.0,0.5,0.625
United States,2020-04-26,0.8333333333333333,0.8333333333333333,0.75,0.875,0.25,0.5,0.75,0.75,0.75,0.5,1.0,1.0,0.5,0.625
United States,2020-04-27,0.8333333333333333,0.8333333333333333,0.75,0.875,0.25,0.5,0.75,0.75,0.75,0.5,1.0,1.0,0.5,0.625
United States,2020-04-28,0.8333333333333333,0.8333333333333333,0.75,0.875,0.25,0.5,0.75,0.75,0.75,0.5,1.0,1.0,0.5,0.625
United States,2020-04-29,0.8333333333333333,0.8333333333333333,0.75,0.875,0.25,0.5,0.75,0.75,0.75,0.5,1.0,1.0,0.5,0.625
United States,2020-04-30,0.8333333333333333,0.8333333333333333,0.75,0.875,0.25,0.5,0.75,0.75,0.75,0.5,1.0,1.0,0.5,0.625
United States,2020-05-01,0.8333333333333333,0.8333333333333333,0.75,0.875,0.25,0.5,0.75,0.75,0.75,0.5,1.0,1.0,0.5,0.625
United States,2020-05-02,0.8333333333333333,0.8333333333333333,0.75,0.875,0.25,0.5,0.75,0.75,0.75,0.5,1.0,1.0,0.5,0.625
United States,2020-05-03,0.8333333333333333,0.8333333333333333,0.75,0.875,0.25,0.5,0.75,0.75,0.75,0.5,1.0,1.0,0.5,0.625
United States,2020-05-04,0.8333333333333333,0.8333333333333333,0.75,0.875,0.25,0.5,0.75,0.75,0.75,0.5,1.0,1.0,0.5,0.625
United States,2020-05-05,0.8333333333333333,0.8333333333333333,0.75,0.875,0.25,0.5,0.75,0.75,0.75,0.5,1.0,1.0,0.5,0.625
United States,2020-05-06,0.8333333333333333,0.8333333333333333,0.75,0.875,0.25,0.5,0.75,0.75,0.75,0.5,1.0,1.0,0.5,0.625
United States,2020-05-07,0.8333333333333333,0.8333333333333333,0.75,0.875,0.25,0.5,0.75,0.75,0.75,0.5,1.0,1.0,0.5,0.625
United States,2020-05-08,0.8333333333333333,0.8333333333333333,0.75,0.875,0.25,0.5,0.75,0.75,0.75,0.5,1.0,1.0,0.5,0.625
United States,2020-05-09,0.8333333333333333,0.8333333333333333,0.75,0.875,0.25,0.5,0.75,0.75,0.75,0.5,1.0,1.0,0.5,0.625
United States,2020-05-10,0.8333333333333333,0.8333333333333333,0.75,0.875,0.25,0.5,0.75,0.75,0.75,0.5,1.0,1.0,0.5,0.625
United States,2020-05-11,0.8333333333333333,0.8333333333333333,0.75,0.875,0.25,0.5,0.75,0.75,0.75,0.5,1.0,1.0,0.5,0.625
United States,2020-05-12,0.8333333333333333,0.8333333333333333,0.75,0.875,0.25,0.5,0.75,0.75,0.75,0.5,1.0,1.0,0.5,0.625
United States,2020-05-13,0.8333333333333333,0.8333333333333333,0.75,0.875,0.25,0.5,0.75,0.75,0.75,0.5,1.0,1.0,0.5,0.625
United States,2020-05-14,0.8333333333333333,0.8333333333333333,0.75,0.875,0.25,0.5,0.75,0.75,0.75,0.5,1.0,1.0,0.5,0.625
United States,2020-05-15,0.8333333333333333,0.8333333333333333,0.75,0.875,0.25,0.5,0.75,0.75,0.75,0.5,1.0,1.0,0.5,0.625
United States,2020-05-16,0.8333333333333333,0.8333333333333333,0.75,0.875,0.25,0.5,0.75,0.75,0.75,0.5,1.0,1.0,0.5,0.625
United States,2020-05-17,0.8333333333333333,0.8333333333333333,0.75,0.875,0.25,0.5,0.75,0.75,0.75,0.5,1.0,1.0,0.5,0.625
United States,2020-05-18,0.8333333333333333,0.8333333333333333,0.75,0.875,0.25,0.5,0.75,0.75,0.75,0.5,1.0,1.0,0.5,0.625
United States,2020-05-19,0.8333333333333333,0.8333333333333333,0.75,0.875,0.25,0.5,0.75,0.75,0.75,0.5,1.0,1.0,0.5,0.625
United States,2020-05-20,0.8333333333333333,0.8333333333333333,0.75,0.875,0.25,0.5,0.75,0.75,0.75,0.5,1.0,1.0,0.5,0.625
United States,2020-05-21,0.8333333333333333,0.8333333333333333,0.75,0.875,0.25,0.5,0.75,0.75,0.75,0.5,1.0,1.0,0.5,0.625
United States,2020-05-22,0.8333333333333333,0.8333333333333333,0.75,0.875,0.25,0.5,0.75,0.75,0.75,0.5,1.0,1.0,0.5,0.625
United States,2020-05-23,0.8333333333333333,0.8333333333333333,0.75,0.875,0.25,0.5,0.75,0.75,0.75,0.5,1.0,1.0,0.5,0.625
United States,2020-05-24,0.8333333333333333,0.8333333333333333,0.75,0.875,0.25,0.5,0.75,0.75,0.75,0.5,1.0,1.0,0.5,0.625
United States,2020-05-25,0.8333333333333333,0.8333333333333333,0.75,0.875,0.25,0.5,0.75,0.75,0.75,0.5,1.0,1.0,0.5,0.625
United States,2020-05-26,0.8333333333333333,0.8333333333333333,0.75,0.875,0.25,0.5,0.75,0.75,0.75,0.5,1.0,1.0,0.5,0.625
United States,2020-05-27,0.8333333333333333,0.8333333333333333,0.75,0.875,0.25,0.5,0.75,0.75,0.75,0.5,1.0,1.0,0.5,0.625
United States,2020-05-28,0.8333333333333333,0.8333333333333333,0.75,0.875,0.25,0.5,0.75,0.75,0.75,0.5,1.0,1.0,0.5,0.625
United States,2020-05-29,0.8333333333333333,0.8333333333333333,0.75,0.875,0.25,0.5,0.75,0.75,0.75,0.5,1.0,1.0,0.5,0.625
United States,2020-05-30,0.8333333333333333,0.8333333333333333,0.75,0.875,0.25,0.5,0.75,0.75,0.75,0.5,1.0,1.0,0.5,0.625
United States,2020-05-31,0.8333333333333333,0.8333333333333333,0.75,0.875,0.25,0.5,0.75,0.75,0.75,0.5,1.0,1.0,0.5,0.625
United States,2020-06-01,0.8333333333333333,0.8333333333333333,0.75,0.875,0.25,0.5,0.75,0.75,0.75,0.5,1.0,1.0,0.5,0.625
